البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
11043	6909812361979	wotix 3 condom				7	0	5		486	486	1500	2430
11044	10002214	WOTIX CONDOM 3				8	0	7		437	437	1500	3060
11045	6998754123240	Wotix مؤخر					0	2		1250	1250	2000	2500
11046	8906008301120	wrist cock up splint by flamingo				2	0	2		7445	7445	10000	14890
11047	10002202	WRIST SPLINT				3	0	2		4660	4660	6000	9320
11048	8906008300550	wrist warp flamingo				1	0	1		1900	1900	4000	1900
11049	2802849101010	Xalaprost eye drop Cooper /sh				37	0	12		11146	11248	14000	133755
11050	2802812778010	Xalaprost Plus eye drop Cooper				9	0	2		13909	13909	18000	27818
11051		XALATAN 0.005 % PFIZER				24	0			16852	16852	21000	
11052	0100840149671477211VHCX592P4	XALATAN EYE DROP				15	0	4		16855	16856	20000	67419
11053	10002980	xalatan eye drop PFIZER/sh				49	0	1	قطرات	16991	17198	21000	16991
11054	2801864301016	xanax 0.5mg tab Pfizer اوربي					3					7500	
11055	1001607692	Xanised 0.5 Alprazolam tab					10			370	370	1000	
11056	6221000011702	xanoxiban 20mg				2	2	4		15339	15339	13000	61356
11057	1001411	xarelto 10mg 10 tablet اصلي //					0			35730	35730	59000	
11058	1001607824	xarelto 10mg 10tab bayer /sh				4	0	1		36057	35721	42000	36057
11059	1001311	XARELTO 10MG TAB &&					0					20000	
11060	1001197	XARELTO 15MG BAYER /sh			باكيت	4	2	9	شريط	46385	45323	50000	417461
11061	8699546090136	xarelto 15mg tab bayer &&					2					15000	
11062	1001198	XARELTO 20MG BAYER /sh			شريط	0	2	-1		45346	45322	50000	-45346
11063	609788968122	Xatra D3 10000 60cap					0			33345	33345	40000	
11064	1001330	xatral 2.5mg tab sanofi					2					9500	
11065	1001607976	XATRAL 5MG 30 TAB					3					7500	
11066	3582910009313	XATRAL SR 5MG 56 TAB SANOFI AVENTIS					4					9000	
11067	3582910077077	XATRAL XL 10MG tablet SANOFI/sh				36	0	3		18146	18110	22500	54437
11068	10002795100840100000	xazoleprim aswar / sh				73	0	32		505	505	1000	16160
11069	6251875001102	X-cough syr pioneer / sh				320	0	17		1155	1200	2000	19631
11070	10002795100840100000	XELON SYR. HIKMA/sh				12	0	3	شراب	7996	7022	12000	23987
11071		Xelon syrup hikma					0		شراب	8896	8896	12000	
11072	6291100087167	xemaderm 0.1% cream				2	0			4609	4828	6500	
11073	6291100087402	xemaderm 0.1% oin				2	0	2		4170	4169	5500	8339
11074	4260095681317	xenical 120mg / sh			باكيت		4		شريط	13747	13747	15750	
11075	10002795100840100000	xenocin 500mg tab				14	0	3		1980	1980	3000	5940
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
11076	8050444858776	Xerolact cleansing gel/sh				10	0	8		16500	16500	20000	132000
11077	8050444858226	Xerolact PB balm/sh				8	0	6		24500	24500	29000	147000
11078	5060120176646	XFC FOOT SPRAY				4	0	3		4160	4160	6000	12480
11079		Xfebril براستول فيال				5	0			1790	1790	3000	
11080	5000456007832	xigduo 5\1000 mg tab astrazeneca /sh		dapagliflozin \ metformin	باكيت	5	10	47	شريط	5505	5499	6500	258712
11081	5000456007870	XigduoXR 10/1000 tab astrazenca /sh				8	5	40		10999	10998	12750	439977
11082	5061031530046	XIGDUTEC 10/1000 TAB			باكيت	1	10	6		6893	6893	8000	41358
11083	6251651003740	XIGUS 10 MG 30TAB /sh				2	3	7		6600	6600	8500	46200
11084	6251651003733	XIGUS 25 MG Fbi /sh			باكيت	1	3	4	شريط	7260	7260	9000	29040
11085	6251651003757	xigus-m 12.5/1000mg caplet			شريط		3			7260	7260	8000	
11086	6118000024132	xilam hct 5/160/25 / sh					2			7414	7414	8000	
11087	6221076050087	XILONE SYR مصري				6	0	3		4047	4609	4750	12141
11088	6970205640117	Xinlemei Cotton Swabs /sh					6			1125	1125	2000	
11089		xithromin 500mg				2	0			2225	2225	4000	
11090	3178998700008	xivaxan 550mg tab علبه RIFAXIMINE					0					24000	
11091	5060120177292	xoc معجون اسنان +فرشة				2	0	2		3512	3512	6000	7024
11092	6281280035089	xola eye drop jamjoom /sh				27	0	6	\باكيت	9269	10636	9500	55614
11093	10002795100840100000	Xolamol drop 5ml					0					13250	
11094	10002795100840100000	XOLAMOL DROP جمجوم			باكيت	91	0	2	قطرات	10126	10635	13250	20253
11095	10002795100840100000	XOLAMOL EYE DROP jamjoom /sh				101	0	1		10635	10635	13250	10635
11096	10002795100840100000	XOLAMOL U.D EYE DROP				4	0	2		13070	13070	16000	26140
11097	6291103842206	Xostat 40mg pharma					3			4547	4547	6000	
11098	604776735779	Xtra D3 25000 IU 30CAP AMS					0					47000	
11099	609788968030	Xtra-D3 5000 iu 60 cap AMS				1	0			26325	26325	33000	
11100	3800864265549	X-Vomit 8 tab				0	2	1		1875	1875	2500	1875
11101	7640153080820	XYLO ACINO 0.05% NASAL spray					0					6000	
11102	7640153080844	XYLO ACINO 0.1 % SPRAY		XYLOMETAZOLINE		20	0		بخاخ	7034	7377	8000	
11103	501520431012018	xylocaine 5% oint				35	0			990	990	2000	
11104	152072201102018	xylocane 2% gel hayat /sh				30	0			1000	1000	1500	
11105	8681911540018	Xylolium 1mg/ml Nasal spray					0					5000	
11106	6251161030410	xylophil base spray				4	0	3		4389	4389	5750	13168
11107	8906014105569	xylosan spray/sh				13	0			1071	1203	3000	
11108	8904398601097	xylosans 0.05%					0			2190	2190	4000	
11109	8904398601080	xylosans nasal spray/sh				6	0			1865	1865	4000	
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
11110	6251875003168	Xylovin 0.05% nasal drop Pioneer				11	0			2303	2200	3500	
11111	6251875003175	xylovin 0.1 % 10 ml NASAL DROPS				16	0	1		2731	2835	3000	2731
11112	1001607779	YASmin tab				2	0			10183	10183	13000	
11113	10002795100840100000	Yasmin Tab Bayer /sh		DROSPIRENONE \ ETHINYL ESTRADIOL		233	0	4	باكيت	10212	10183	13250	40848
11114		yaz bayer					0			17780	17780	20000	
11115	6932951860171	YC SUPPORT Knee				2	0			2810	2810	4000	
11116	6932951866517	yc support long finger band/sh				1	4	5		1100	1035	2000	5500
11117	6932951808067	yc support كيتر ركبة ازرق/sh				44	0	6		687	695	3000	4122
11118	6932951807336	yc support كيتر ركبة/sh				5	0	2		3050	2700	4000	6100
11119	1001607768	yenica cap					3					10000	
11120	8682325890652	Yenicetol amp					5					1000	
11121	8682851165453	Yenicolon tab					2					1500	
11122	10002795100840100000	yenikid 120ml syrup yeni pharma /sh 120ml syrup yeni pharma /sh				28	0	1		6420	6420	10000	6420
11123	8681933075666	yenimox 500mg cap					10					2000	
11124	6254000320093	yenizethro tab				15	0			1478	2217	3000	
11125	8682549146832	yenizinc 50mg tab					0					5000	
11126		yenizole 100mg					2			6515	6515	7500	
11127	10002795100840100000	YODOCEFOL 28tab versalya/sh				13	0	4		6883	6913	6750	27532
11128	8056157320296	YODOSEL TAB				2	0	2		2000	2000	6000	4000
11129	6938547757061	YOKA MAKEUP REMOVAL /sh				16	0			2250	2250	3000	
11130	8600097000550	Yurinex Bumetanide 1mg tab Hemofarm					2					3500	
11131	8901175011292	z mox 500 cap Aurobindo				8	10	76		856	856	1000	65048
11132	8690712026690	zade vital co-q10 400mg/sh					0	-1		35750	35750	40000	-35750
11133	1001607854	Zaditen syr //					0					7500	
11134	0025645217	Zaditen syr Alfasigma					0					17000	
11135	01076127973071681722093010ADP9306242120022026215806	Zaditen syr Noartis اصلي					0					18000	
11136	206010230102019	ZADOFEN syrp 100ml				5	0			1415	1415	3000	
11137	6291103731876	Zaeer 20mg tab. tadalafil			باكيت		2		شريط	2062	2062	3000	
11138	1291500004025	zafluton depot amp					3			4300	4300	6000	
11139	8901111045718	ZAHA 200\5 SUSP AJANTA / sh		AZITHROMYCIN		155	0	6	شراب	2633	2633	3500	15799
11140	8901111001387	zaha 250 ajanta / sh tab		AZITHROMYCIN	باكيت	129	0	37	شريط	2172	2170	3000	80368
11141	8901111000908	zaha 500 tab		AZITHROMYCIN	باكيت	347	0	2		3731	3731	4000	7462
11142	8901111000861	ZAHA TAB 500MG ajanta/sh				362	0	22		3734	3735	5000	82143
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
11143	9501100942371	zahra 21 tab zynova /sh				5	0	1		5572	4214	5750	5572
11144	0145786654	zak 240ml غرغره / sh				13	0	4		1891	1890	3000	7565
11145	6291100782642	zakon 200				1	0			10663	10663	12000	
11146	5999895677266	zalan rex pharma /sh			شريط	1	3	2		3950	3950	5000	7900
11147	5060098730482	Zalkya 2mg tab dienogest					0					53000	
11148	754025700215	zamax tab				46	0	3	باكيت	3846	3850	6000	11539
11149	7640153080851	Zamur 250 mg tab acino / sh				10	0	6		6351	6364	8500	38108
11150	7640153080875	zamur 500mg tab acino /sh		cefuroxime		69	0	6	باكيت	11657	11658	14500	69943
11151	5391519923993	ZANIDIP 20MG recordati/sh			باكيت	8	2	16	شريط	10535	10942	13750	168564
11152	5391519923986	zanidip tab 10 mg recordati /sh		lercanidipine hydrochloride	باكيت	3	2	6	شريط	7339	7597	9000	44031
11153	8470006540206	Zantac 150mg tablet GSK					4					2500	
11154	8719244901760	zaraxin 500mg TAB				29	0	1		5048	5048	6750	5048
11155	6251107425997	Zarlan 10mg tab دار الدواء					3			7408	7966	8000	
11156	6251107426017	Zarlan 15mg tab دار الدواء				4	2	9		13317	14889	17000	119849
11157	6251107426048	Zarlan 20mg tab دار الدواء				0	2	1		14836	14889	16000	14836
11158	10002795100840100000	zarlan 20mg tan دار الدواء				2	2	4		14890	14890	15000	59558
11159	8964003537401	zavget 10mg tab. Escitalopram					2					8500	
11160	8964003537418	zavget 20mg tab. Escitalopram					2					9000	
11161	8901086261304	zecuf center filled lozenges /sh				8	0			1722	1722	3000	
11162	8901086260901	Zecuf cold rub				5	0	5		800	800	1750	4000
11163	8901086260239	zecuf lozenges /sh				236	0	24		1229	1250	2000	29490
11164	8901086260215	ZECUF lozenges/sh				172	0	20		1465	1055	2000	29306
11165	8901086260918	ZECUF SYRUP unique / sh				702	0	31	شراب	1446	1449	2000	44832
11166		ZECUF برتقال				49	0		كيس	1475	1500	2000	
11167	10002238	ZECUF ليمون				28	0	1				2000	
11168		ZECUFاخضرمص				39	0	3	كيس	1279	1055	2000	3837
11169	6251991000461	Zeeto 500mg				2	0			3845	3845	5000	
11170	6251106161278	ZEGA 75MG TAB Pharma International /sh					2			4170	4170	6000	
11171	5060544650081	Zeko Lornoxicam 8mg tab					2					6000	
11172	8699569750185	zeloxim amp / sh				2	3	6		695	695	1000	4170
11173	5281019903048	zemil 10mg pharmaline					0			14521	14521	18000	
11174	6251159030835	Zemitron 8mg 10 tab hikma				2	0	2		8120	8120	10750	16240
11175		ZENSTA 80 10					3			7444	7444	30000	
11176	6251651000992	zenta rx sus400 mg				7	0	2		860	860	1250	1720
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
11177	123456789	ZENTEL 400MG TAB GSK اصلي					0					6000	
11178	1001443	zentel susp GSK					0					5500	
11179	8699525095732	Zero-P 100 tab DEVA / sh			شريط		3		باكيت	1610	1610	2250	
11180	6251651002316	zerotin 10 mg sama alfayhaa / sh			شريط	2	3	6	باكيت	2464	2464	3250	14784
11181	6251651002323	zerotin 20 mg sama alfayhaa / sh			شريط	2	3	6	باكيت	3168	3168	4250	19008
11182	6251651002330	zerotin 40 mg sama alfayhaa / sh			شريط	2	3	6	باكيت	4734	4734	5750	28406
11183	1001607813	zerox amp					5					5000	
11184	1001607833	zerox tab					2					7500	
11185	6281080001079	zertazine syrup				2	0	2		4389	4389	7000	8778
11186	8699569240082	Zespira 4mg montelocast sachet				1	28	22		357	357	750	7859
11187	210256549051	Zestril 10mg 14 tab اصلي وارد					0					14000	
11188	5000456022354	ZESTRIL 10MG TAB Atnahs /sh				8	2	16		4841	4830	6500	77458
11189	5000455005204	ZESTRIL 20MG TAB ATNAHS /sh				8	2	16		5436	5433	7000	86969
11190	5000456022309	zestril 5mg 28 tab astrazeneca					2					4000	
11191	5056227207659	Zestril 5mg tab Atnahs /sh			شريط	2	2	5		3134	3072	4000	15671
11192	6281102230289	zeta fucidic acid cream Tabuk				13	0	1		2195	2195	3500	2195
11193	1001608021	zeta fucidic acid oint. tabuk				47	0	5		2195	2195	3000	10975
11194	6281102231675	zeta-cort cream tabuk /sh				73	0	6		2634	2635	3500	15804
11195	8901111080535	zetanide 250 ajanta /sh			باكيت	2	3	7	شريط	1693	1609	2000	11853
11196	6285147005758	Zetex 10 mg tab Ezetimibe Tabuk				3	3	9		7289	7289	8000	65604
11197	6221088011212	ZETHROTRUE 500MG / sh				144	0			2600	2600	4000	
11198	6281102235598	zetron 250mg cap				7	0	1		3292	3292	4500	3292
11199	6285147002450	zidime 1g iv vial				5	0	5		3840	3840	5000	19200
11200	5026143994339	zinc 10mg nutriton basic				8	0			14999	14999	18000	
11201	8698751002620	zinc 20mg tab vitazeneca				1	0			6000	6000	10000	
11202	8681736003330	Zinc 25mg 30 tablet تركي					0					6000	
11203	609788968245	Zinc 25mg 60 tab AMS					0					23000	
11204	5903874902577	zinc 25mg cap biofaktor					3					3000	
11205	811079030986	Zinc 25mg tab علبة					0					6000	
11206	100171230012	Zinc 25mg tab/SH SDI				15	3	46		1242	1250	2000	57137
11207	9504000089269	ZINC 50 cap awamedica					2			2807	2778	4000	
11208	5060829020127	zinc 50 medwise				9	0	2		8088	8305	15000	16175
11209	63935014511	zinc 50 mg AG/SH AG				120	0	12		17872	17895	22250	214460
11210	10001931	zinc 50 mg hylands				3	0			7035	7035	10000	
11211		ZINC 50mg medwise				1	0		باكيت	8029	7990	12000	
11212	733739015204	Zinc 50mg 100tab Now/sh				44	0			17898	19000	25000	
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
11213	740985213933	Zinc 50mg 110 tab Century					0			12189	12189	18000	
11214	8682549146801	zinc 50mg 30 tab sima					0					5000	
11215	8682325890201	ZINC 50MG 30 TABLET OPTIPHARMA					0					5000	
11216	74312008368	Zinc 50mg 400 tab					400					250	
11217	609788968535	ZINC 50MG 60 TABLET AMS					0					26000	
11218	5903794148758	Zinc 50mg 60tab pharmacy				0	2	1		8900	8900	10000	8900
11219	810131199975	ZINC 50MG AMS/sh				12	0			27255	27255	35000	
11220	5065014101759	ZINC 50MG BRISTOL				5	0	1		11500	11500	15000	11500
11221	740985280249	ZINC 50MG CENTURY 60 TAB / sh				19	0	1		11719	11250	15000	11719
11222	766961419625	ZINC 50MG CROWN				14	0			12446	12444	16000	
11223		ZINC 50mg movx 30tab				7	0	3		10000	10000	15000	30000
11224	733739015228	Zinc 50mg Now 250tab				2	0			29500	29500	38000	
11225	100171230067	ZINC 50mg SDI /SH				1	3	2		1514	1516	2000	3029
11226	719833518155	Zinc 50mg tab Maxima					0					5000	
11227	1001607964	Zinc 50mg tab شرائط					3					1500	
11228	453802608002019	zinc baby oint. akindi				21	0	9		1018	990	1500	9159
11229	10002795100840100000	zinc caster oil sdi				4	0			1060	1060	1500	
11230	100137	ZINC CASTOR OIL BABY CREAM				15	0	10		979	1066	1000	9791
11231	900682400016	zinc castor oil baby oint. sdi / sh				152	0	21		1068	1120	1500	22429
11232	240905208902020	zinc castor oil cream/sh				177	0	11	عصارة	1012	1060	1500	11136
11233	87614113746	Zinc citrate				3	0			12979	12979	18000	
11234	766961419632	zinc gluco 25mg				11	0	1	علبة	11918	11918	17000	11918
11235	5065014101582	zinc movx 50 mg 30 tab / sh				14	0			10648	10900	15000	
11236	47469070717	Zinc Natrol 60 TAB					0					17000	
11237	807205114170	ZINC NATURES PLUS 30TAB				17	0	1		14741	14850	12000	14741
11238	6221508121415	zinc olive cream				1	0			3290	3290	5000	
11239	10002795100840100000	zinc oxed-d ointment dijlah /SH				116	0	15		780	792	1000	11706
11240	10002795100840100000	zinc oxid oint dijla				50	0	43		640	640	1000	27520
11241	10002311	ZINC OXIDE MDI /sh				287	0	76		743	770	1000	56439
11242	10002795100840100000	zinc oxide oint sdi / sh				794	0	58	عصارة	684	725	1000	39693
11243	750208023102019	ZINC OXIDE OINT الحياة				36	0			880	990	1500	
11244	733739015495	zinc picolinate 50mg cap now				13	0	6		12540	12540	16000	75240
11245	4001728378057	Zinc Plus hansal syr / sh				9	0	1		7205	7180	10000	7205
11246	5065014101599	zinc sulphate 125mg / sh mov				4	0			12200	12200	15000	
11247	8681736002050	Zinc Syrup					0					9000	
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
11248	5060796976540	zinc up 50 mg / sh				50	0	1		9875	9875	13000	9875
11249	9504000087289	ZINCASTAWA CREAM				7	0			1381	1381	2000	
11250	8699591596102	Zinco drop 30 ml drop				2	0	2		8800	8800	12000	17600
11251	6251875003038	Zinco Max syr. Pioneer /sh				17	0	3		2557	2495	5000	7670
11252		ZINCODERM OIN				79	0	45		723	660	1000	32533
11253	10002795100840100000	zincoderm oint. aswar al-khaleej /sh				117	0			680	680	1000	
11254	10002795100840100000	zincoderm ointment aswar				5	0	3		598	598	1000	1795
11255	4009932921885	Zincodin 30tablet Aktiv					3			3170	3170	6000	
11256	4009932924886	zincodin liquid 100 ml aktive / sh				9	0	2		9588	9590	15000	19175
11257	4009932924893	Zincodin liquid aktiv /sh				23	0	1		9514	9514	12000	9514
11258	8682520191516	Zinconic liquid					0					8000	
11259	8680131750153	Zincovef C 150 ml syr /sh				7	0			5267	5267	8000	
11260	9504000087609	ZincoxAwa oint					0			1380	1380	2000	
11261	8682076390128	ZINCSULFATE ALHA CAP					0					14000	
11262	5290665003637	ZINDOLIN 500MG TAB					0					4000	
11263		Zinir susp hikma				6	0	4	شراب	12848	10693	18000	51391
11264	3801499871297	zinon 200mg susp/sh				17	0	1		2198	2200	4000	2198
11265		ZINON 500 TAB					0			2368	2368	3500	
11266	3801800169297	ZINON 500 vassil				56	0			1966	1966	3000	
11267	8901117084414	ZINORAL 100 ML SHAMPOO				1	0			4381	4381	6000	
11268	6285147005864	zinoximor 500mg. tab			شريط	0	2	1		7680	7680	5000	7680
11269	3800501091197	ZiomoxiPlus-Vitapure 1000mg tab					2					4000	
11270		ZITHROKAN 200 MG HIKMA				5	0			3575	3575	5000	
11271	10002795100840100000	Zithromax 500mg tab Pfizer /sh				66	0	3		5947	7090	9250	17841
11272	1001607822	Zithromax susp. Pfizer				2	0	1		14500	14500	20000	14500
11273	6221079000232	zithroriv 250mg cap				18	0	3		2147	3291	4000	6442
11274	6221079000263	zithroriv 500mg cap /sh				21	0	1		2669	2721	3750	2669
11275	6221079000218	ZITHRORIV SYRUP / SH				8	0	3		2439	2439	5000	7317
11276	6224008874881	ZITHROTRAC 500 MG TAB GYPTO /sh		AZITHROMYCIN		7	0		باكيت	1650	1650	3000	
